tweet_ID,label,stance_towards_conspiracy,topic,text
1.25E+18,1,3,2,"The #Gates of Hell: PROVEN - #Coronavirus #Vaccines CAUSED Lung Inflammation and Death.

https://t.co/neYeiNUFA1"
1.04E+18,1,3,0,"#Cloudseeding  Perfect example, raindrops on windshield

#IDoNotConsent #WeDoNotConsent #OpEvidence #opstopchemtrails #Chemtrails #SkyBastard #Geoengineering #climatechange #SRM #Cloudseeding #EverGreenAir  #BigMoney #NEXRAD #LookUp #SilentWarfare #MAGA #potus #breakingnews https://t.co/smrasPXxNa"
1.25E+18,0,0,2,"RT @drharshvardhan: Fact about #COVID19   

Do #vaccines against #pneumonia protect you against #COVID_19 ?

NO ‼️Vaccines against pneumoni…"
1.25E+18,1,2,3,"Developing a #vaccine 
https://t.co/ixxt45Bfh8 https://t.co/cYdvfPR7JJ"
1.26E+18,1,3,1,"3 new cases and 1 new death in Israel 

[7:20 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic"
1.25E+18,0,0,2,MEMBER NEWS: An international #partnership progresses @UQ_News potential #COVID19 #vaccine in entering an important new phase of testing with the live #coronavirus to determine how effectively it induces protection against the infection. READ MORE &gt; https://t.co/ohs08ptfLF https://t.co/b9JjLKpEuc
1.47E+18,1,3,3,@RealCandaceO They kill and rape and are good actors so get away with it! #epsteincoverup
1.25E+18,1,1,2,#VaccinesWork now more than ever #COVIDー19 https://t.co/9FLXA5FmYn
1.27E+18,1,3,1,"In attesa del suo vaccino, forse  è meglio portarsi avanti col lavoro...

#BillGates
#3giugno
#Covid_19
#coronavirus https://t.co/rJpeN37Y2q"
1.08E+18,1,3,0,"From Blog https://t.co/R7EcdkWknU : Crude oil by itself is toxic, but its even more detrimental to the environment and humans health when it goes though processing:  https://t.co/WHraYQFoGA #chemtrails #globalwarming #climatechange Chemtrails, global warming and Monsantos… https://t.co/4aVKQUp6He"
1.27E+18,0,0,1,@BobsLessons What sham #Plandemic #Covid_19 #coronavirus #COVIDIOTS
1.25E+18,0,0,2,Thank you @EP_ScienceTech for publishing such interesting and informative interviews with high level scientists #COVIDー19 #vaccines https://t.co/iADyeirsnY
1.47E+18,1,3,3,"RT @scott_boyette: @TrackerTrial Uh oh…and remember he didn’t pull the trigger - twice!
#AlecBaldwin #Ghislaine #EpsteinFiles #epsteincover…"
1.47E+18,1,3,3,"@TrackerTrial Uh oh…and remember he didn’t pull the trigger - twice!
#AlecBaldwin #Ghislaine #EpsteinFiles #epsteincoverup #LolitaExpress"
1.27E+18,1,3,1,#CV19 #5G #Lockdown #NHS #NursingHomes #VulnerableAdults #VulnerableChildren https://t.co/2XDJ9Vk9jP
1.26E+18,1,3,1,"Muito preocupante!!!
Estamos na Agenda.... #NovaOrdemMundial  em ação, junto com #billgates!
#reducaopopulacional
#mortesemmassa
#COVIDー19 
#pandemia https://t.co/YtD60SFQbx"
1.47E+18,1,3,3,#EpsteinCoverup #GhislaineMaxwellTrial #EvilJustice #EvilFBI #EvilCIA https://t.co/t7B0rftpn5 https://t.co/CCPey5bm5E
1.25E+18,0,0,3,#trending #coronavirus #preventive #funny #facemasks #2020 #cure #vaccine #1millionboys https://t.co/R65M7gWg1x
9.13E+17,1,3,1,Antarctica just lost another huge chunk of ice 4X the size of Manhattan — and that could be just the beginning https://t.co/RzCTzJfmV8
9.59E+17,1,2,0,Many greenhouse gasses can persist in the atmosphere for up to 100 years.  Now is the time to be investing in geoengineering research before it is too late.  Small technological fixes won't do; we need to fix the root of our climate change problems.  #sustainable_engineering
1.25E+18,0,0,2,"The scientist who eventually comes up with the #vaccine 

#coronavirus https://t.co/oPBSXlIJgw"
1.25E+18,0,0,2,"Where Does India Stand in Relation to Making a #COVIDー19 Vaccine?
#FightAgainstCoronavirus 
#coronavaccine
https://t.co/usgWDHocfD"
1.47E+18,1,2,3,@HillaryClinton @BillClinton 👀 #epsteincoverup #EpsteinFiles #MaxwellTrialTracker https://t.co/WhO7O5Kv7b
9.09E+17,0,0,1,"#GeoElive Session 3: Panel on #carbondioxide removal (#CDR)
#geoengineering #climatechange
@ASUplanetworks
https://t.co/LqU70hXmAT"
1.26E+18,1,2,1,"RT @CEDRdigital: Covid-19′s new surge across rural America
https://t.co/dwBOxd0Z7W"
1.25E+18,1,1,2,"RT @EU_Health: This European Immunization Week, we join @WHO_Europe, @ECDC_EU &amp; @EMA_News (amongst others) to stress that #VaccinesWork
Som…"
1.47E+18,1,3,3,https://t.co/ceAgPEvxfD #TrumpRapist #Trump #TrumpSexOffender #TrumpIsACriminal #TrumpChristmasCard #MAGAmorons #QAnon #Trump2024 #TrumpEpstein #JeffreyEpstein #GhislaineMaxwellTrial #LolitaExpress #PedophileTrump #PedophileIsland #TrumpCult https://t.co/iG0onQ5j9c
1.06E+18,1,3,0,#IDoNotConsent #WeDoNotConsent #opstopchemtrails #Chemtrails #SkyBastard #HAARP #Geoengineering #climatechange #SRM #Cloudseeding #BigMoney #NEXRAD #LookUp #SilentWarfare #WeatherWarfare #ChemicalWarfare #BiologicalWarfare #MAGA #potus #breakingnews https://t.co/wsGlgTu83O
1.26E+18,1,1,1,Israel Limits Coronavirus Cellphone Surveillance to ‘Special Cases’ https://t.co/9UIvOEcsV9
1.27E+18,1,3,1,No. The real conspiracy is the fake #Plandemic and the #lockdown by all of you! https://t.co/00apJ03cJU
1.47E+18,1,2,3,https://t.co/VEPsgh6oJM #TrumpPedophile #TrumpRapist #TrumpEpstein #TrumpChildMolester #QAnon #QAnonCult #Trump #DonaldTrump #PresidentTrump #Maralago #JeffreyEpstein #MAGA #GhislaineMaxwell #LolitaExpress  #lolitagirl #PedophileTrump #PedophileIsland #KatieJohnson #Magaparents
9.39E+17,1,2,0,Can geoengineering save the planet from climate change? https://t.co/l86rlULdfx qua @YouTube
1.02E+18,0,0,0,RT @GPSgregorysmith: @JodeneSparks @adultswim Haha #climatechange @ClimateChangeUS @mnchemtrails #chemtrails @coasttocoastam @Earthfiles #E…
1.27E+18,1,3,1,"+++ #Coronavirus: L'@INMISpallanzani
 ha diramato il bollettino medico n. 127 del #5Giugno #SaluteLazio #coronavirusitalia +++ #COVID19italia #COVID19 https://t.co/yoWLlmnrqt"
1.25E+18,1,3,2,We’re not buying the deep state lies anymore. #endthelockdown #EndTheShutdownNow #NoVaccineForMe https://t.co/GVx4rodAjY
1.47E+18,1,3,3,"RT @Hellohowru12345: ""Royal family""-""Prince Andrew""-""Jeffrey Epstein""-""Ghislaine Maxwell  
#GhislaneMaxwellTrial 
#PrinceAndrew
#epsteincov…"
1.26E+18,1,3,1,"#Tabasco Domingo 24/mayo/2020
Según el reporte de hoy, fallecieron 8 personas más, por lo cual se llega a un total de 395 fallecimientos por #Covid19 en la entidad.

El acumulado pasa de 3,044 a 3,148 casos positivos de #Covid_19.  Hay 641 casos activos.

#QuedateEnCasa"
9.40E+17,1,2,0,Sulfur seeding and cloud whitening are just two of the geoengineering options floating around in the science community to help reverse the effects of climate change  https://t.co/CrVXZBecAs
1.02E+18,1,2,0,"Worldwide, island nations like Tuvalu &amp; coastal communities are the frontlines of #climatechange. From #geoengineering to tapping into the #BlueEconomy, see how #SIDs are innovating to meet #SDG11, the focus of today's #HLPF2018: https://t.co/CzDFmRIEHI https://t.co/clgaxu62P0"
1.25E+18,0,0,2,"RT @MedboxSal: #Covid19 will Soon fade away, One Way or Another, with #Vaccines #Medicines or Simply Fade away
#Hygiene, #Disinfection, #De…"
1.47E+18,1,3,3,#MAGA #MAGA2020 #MAGAFamilyValues #MAGA2024 #PedophileIsland #LolitaExpress #MAGAparents #TrumpEpstein #Rape #Rapist #DonaldTrump #TrumpSexVictims https://t.co/de3MSKYVzH
9.07E+17,1,3,1,"@melisheath if man is enhancing climate change, it's chemtrails that's doing it, making storms/droughts worse :-) #KnowledgeIsPower!#AwesomeTeam☮"
1.25E+18,1,3,2,#NoVaccineForMe #endthelockdown https://t.co/HV05N7KAdq
1.47E+18,1,2,3,#GhislaneMaxwell #GhislaneMaxwellTrial #virginiagiuffre #EpsteinFiles #BillClinton #PrinceAndrew #epsteincoverup #victoriassecret #FridayMorning https://t.co/b4n7ooRJGr https://t.co/EbIj9yc65T
9.28E+17,1,3,1,Some worry that geoengineering will be misconstrued as a catchall solution to climate change. #EmTechMIT https://t.co/R7GwhYAgQ2
1.11E+18,1,2,0,"RT @SustainSydney: Can geoengineering slow climate change, or will it be used as an excuse not to cut emissions? via 
@abcnews: https://t.c…"
1.26E+18,0,0,2,"The Fight Against Covid-19
Read more 👉  https://t.co/IkUtI38K5g

#COVID19 #Covid_19 #CoronaVirusUpdates #coronavirusuk https://t.co/f65fU3xpbE"
1.07E+18,1,1,1,"RT @GeorgeTakei: Following recent guest appearances of climate change deniers, CNN will put flat earthers on the air in order to balance fa…"
1.10E+18,0,0,0,73 academic papers published which found fingerprints of climate change on extreme weather events https://t.co/lTdfdeww95 via @eciu_uk
1.47E+18,1,2,3,#epsteincoverup #Epstein https://t.co/rC3SKaoIKA
1.25E+18,0,0,2,RT @Immunoscope: SARS-CoV-2 Vaccines: Status Report | #SARSCoV2 #COVID19 #vaccine | Fatima Amanat &amp; Florian Krammer @florian_krammer @Fatim…
1.11E+18,1,1,0,"RT @mashable: With the right dose, geoengineering might be a viable climate change solution

https://t.co/eHZrWhcaIh https://t.co/bOg5eAG0e2"
1.25E+18,1,1,2,"RT @UoS_WISHlab: Prof Saul Faust: 'This #vaccine aims to turn the virus' most potent weapon, its spikes, against it - raising antibodies th…"
1.10E+18,0,0,0,"RT @dudeweedmemes: ""Everybody is a genius. But if you judge a child by its ability to change the climate, it will live its whole life belie…"
1.25E+18,0,0,2,The latest SciTeched Review! https://t.co/s1BwFaFdHO Thanks to @MiddlesexUni #covid19 #coronavirusvaccine
1.47E+18,1,3,3,https://t.co/ADTmvHgFi8 #Trump #TrumpEpstein #JeffreyEpstein #DonaldTrump #Pedophiles #GhislaineMaxwellTrial #Pimp #Ghislaine #Blackmailer #Extortion #MAGA #MAGA2024 #TrumpCriminal #TrumpSupporters #QAnon #QAnonCult #TrumpRussia #PeePeeTapes #LolitaExpress #PedophileIsland #GOP
9.30E+17,0,0,1,@ArsenalFCView This is madder than climate change deniers and flat earthers.
1.00E+18,1,2,0,#Science Sucking carbon dioxide from air is cheaper than scientists thought. Estimated cost of geoengineering technology to fight climate change has plunged since a 2011 analysis https://t.co/Ht219hNHVp
1.25E+18,0,0,2,"R/T scotgov: RT scotgovhealth: European Immunization Week 2020 starts today #vaccines

Immunization appointments for children and pregnant women are continuing during the #coronavirus outbreak https://t.co/1VwA4Ard3Y"
1.47E+18,1,2,3,"Remember this?
Vh1 presents the 'Fabulous' life of Epstein
#EpsteinIsland #EpsteinFlightLogs #epstein #epsteincoverup https://t.co/FzWLmay1Vk"
1.26E+18,1,1,1,"RT @pagina_siete: #P7Informa
Agotados; médicos y enfermeras en Trinidad se encuentran físicamente cansados por las horas continuas de traba…"
1.25E+18,0,0,2,"""Everybody here's been vaccinated anyway"" 👂🤔🤫
#PressConference #vaccine #WhiteHousePressBriefing #WhiteHouse https://t.co/VTGrtgrzTL"
9.40E+17,1,1,0,RT @cgburt: @SeanAstin Not believing in climate change sits on the same shelf as those wacky  flat earth folk.
1.27E+18,0,0,1,"Do Bill Gates And Other Elites Vaccinate Their Own Children? #billgates #gatesfoundation #vaccine #qanon #wwg1wgaworldwide #nwo #coronavirus #covid_19 #pandemic #china #chinavirus

https://t.co/2N3dbHVaZR"
1.14E+18,1,1,0,RT @Qwarktastic2: @alexnazaryan I'm positive that climate change deniers are just as stupid as flat earthers and just as gullible and anti-…
1.26E+18,1,3,1,"@NL1884 @lwa58 @greta Troll accounts account for almost half of the Covid is a hoax conspiracies.
Huh.
https://t.co/NuJb4SmcWn"
1.25E+18,0,0,2,"RT @writingfortiny: Happy European Immunisation Week 2020!

@WHO_Europe_VPI @WHO #ProtectedTogether 
 #VaccineHeroes #KeepVaccinating  #Cov…"
9.02E+17,1,2,1,RT @Bigsteelguy2: The #texashurricane isn't from #climatechange its from heavy weather modification using Chemtrails and frequencies.
1.07E+18,1,3,0,#IDoNotConsent #WeDoNotConsent #opstopchemtrails #Chemtrails #SkyBastard #HAARP #Geoengineering #climatechange #SRM #Cloudseeding #BigMoney #NEXRAD #LookUp #SilentWarfare #WeatherWarfare #ChemicalWarfare #BiologicalWarfare #MAGA #potus #breakingnews https://t.co/gxxbPhciBL
1.47E+18,1,3,3,"Woman testifies that #JeffreyEpstein flew her to meet #Trump when she was 14-years-old
https://t.co/7aKce0FhVd
#USA #GhislaineMaxwellTrial #GhislaneMaxwell #PedophileIsland #TrumpIsAPedophile #TrumpIsACriminal"
9.56E+17,1,2,1,RT @motherboard: Half-assed solar geoengineering is even worse than climate change https://t.co/rSzeJHo8jU https://t.co/hooaX3WHCj
9.74E+17,0,0,1,"RT @annemariayritys: What is geoengineering? https://t.co/nb9jeqOkzU #climatechange #climateaction
#environment
#energy https://t.co/jWwcJL…"
9.78E+17,1,2,0,"@MajGenMunir highlights the policy gaps and security implications of using geoengineering to tackle climate change. “Wider debate on each dimension of geoengineering tech at international level is needed, rules and regulations for the application of geoengineering.”"
1.25E+18,0,0,2,"#Safety and #immunogenicity of a candidate #MERS #coronavirus viral-vectored #vaccine: a dose-escalation, open-label, non-randomised, uncontrolled, phase 1 trial (Lancet Infect Dis., abstract) https://t.co/8zDg6voF9G https://t.co/5tMuKdWiU9"
1.25E+18,1,2,2,Claims of #coronavaccine by pharma companies just an attempt to boost share prices in depressed markets? Pharma majors have a history of 'paying for profits' via sponsored studies. Be careful before investing. #COVID19 #coronavirus
1.25E+18,0,0,2,RT @EP_ScienceTech: What are the greatest challenges of #COVID19 #vaccines production processes and why does it take so long?  Prof Sarah G…
1.26E+18,1,3,1,"...how? Through the COVID-19 vaccine funded by Bill Gates, that Trump probably has an investment in? https://t.co/LmvbfbgtSX"
9.56E+17,1,2,0,"#GeoEngineering If we can’t reduce greenhouse-gas emissions fast enough to ward off catastrophic climate change, geoengineering may offer a fallback plan. Serious researchers are increasingly exploring measures, such as spraying tiny… https://t.co/VNkHVdUqpF via #hng #news https://t.co/kfXJl8wUjB"
1.47E+18,1,2,3,"RT @IamGrief: #WallStreetPurge
#MaxwellTrial
#WhoIsOnTheFlightLogs
#LolitaExpress
#NeverMeetYourHeroes
#GhislaineMaxwellTrial
#GhislaneMaxw…"
1.12E+18,0,0,0,@DoingRight1 Jay Inslee is a Climate Warrior ready to take on the fight against climate change!  Are you ready to join the movement?  https://t.co/Dw7y86VVWN https://t.co/L6jLJdewFE
1.25E+18,0,0,2,RT @DavidKivlichan: Excellent work by my colleagues in Japan. #vaccines #covid19vaccines #Covid19research https://t.co/cNCihJ7ZPe
9.10E+17,1,3,1,"@transparency_a1 Weather Warfare: Beware the US Military’s Experiments with Climatic Warfare

https://t.co/ExVDNuuZOb"
1.25E+18,1,3,2,#thenumbersdontaddup #EnemyOfThePeople #Qanons #Plandemic #Plandemic2020 #VaccineAgenda #FakeNews #FakeNewsEpidemic #fakenewsalert #LameStreamMedia #InvestigateBillGates #PainIsComing https://t.co/ziHLsQoeAc
1.47E+18,1,3,3,https://t.co/LOssX3JdfZ #GhislaineMaxwellTrial #JeffreyEpstein #PedophileIsland #LolitaExpress #StatutoryRape #PedophilePimp #Madame
1.47E+18,1,2,3,https://t.co/CCYYPfhq7o #PrinceAndrew #JeffreyEpstein #PedophileIsland #GhislaineMaxwellTrial
9.26E+17,1,3,1,Alternate headline: Turns out massive media airtime for anti-Trump conspiracy theories will have an effect https://t.co/ue8Gimwq8H
1.47E+18,1,2,3,#epsteincoverup https://t.co/I8QtXHMFpb
1.13E+18,1,3,1,RT @Fongdewolf: Great to be involved in Gloucestershire’s climate change summit today talking about how we can make our future developments…
1.11E+18,1,2,0,Fears persist as new study says solar geoengineering could fight climate change https://t.co/vuibROdDoY https://t.co/Hb1Pun9ugL
1.26E+18,1,3,1,RT @RiosVivosColom: Ante ausencia d Estado que proteja a las comunidades y no a EPM ciudadanos defienden a sus familias Trabajadores tambié…
1.47E+18,1,3,3,Trump and Epstein - #PedophileIsland https://t.co/i9T0n9e220
1.04E+18,1,2,0,"Global Warming, Geoengineering &amp; Arctic Ice all 3 keep connecting 

#IDoNotConsent #WeDoNotConsent #OpEvidence #opstopchemtrails #Chemtrails #Geoengineering #climatechange #SRM #Cloudseeding #EverGreenAir  #LookUp #SilentWarfare #WeatherWarfare #MAGA #potus #breakingnews https://t.co/QNODV3yybv"
1.25E+18,1,1,2,"RT @albania_unicef: #VaccinesWork
#COVID19 reveals what is at stake when we don't have the protective shield of immunization.
It’s not yet…"
1.47E+18,1,2,3,#EpsteinIsland #Epstein #epsteincoverup #PedophileIsland https://t.co/Z9ebC6JBWH
1.09E+18,1,3,0,"Lies: Border Wall, Unemployment, Trade War, Unemployment, Mueller Russian Investigation, more #borderwall #climatechange #factcheck #globalwarming #immigration #military #mueller #russian #tariffs #tradewar #unemployment #veterans #voterfraud https://t.co/b2eyT4Sbut https://t.co/v5FyDLUUAE"
1.25E+18,1,2,2,"Beware of #Coronavirus #DarkWeb Scams – #Starting from #Vaccine, Test Kits &amp; Infected #Blood For Sale https://t.co/rE4d51GWrP via @The_Cyber_News"
1.47E+18,1,2,3,#Epstein #princeandrew #royalfamily #PedophileIsland https://t.co/vBtfQR6Xga
9.06E+17,1,3,1,@darogadaae @scuuts @casersatz None of the differences change the fact that people's distress isn't a reason to change one's conception of reality.
9.47E+17,1,3,0,"You are right! What you said is crazy!
Science refutes Climate Change A .@NationalGeograp article showed that climate change’s CO2 levels do NOT match weather cycles.
They do match sunspots very closely, especially when factoring in recent volcanic activity.
Ignored by #FakeNews https://t.co/pFRnQsurcU"
1.47E+18,1,2,3,RT @RL26VA: #GhislaineMaxwell #JeffreyEpstein #Epstein #EpsteinFiles #epsteincoverup https://t.co/KDaVbE8wud
9.24E+17,1,1,1,RT @TheEconomist: How geoengineering could reverse climate change https://t.co/LEkw6nJ5iC
9.76E+17,0,0,0,@starlitefruit @Charlesthornt @coffee_minion @carlsmythe @VuhJJDentata @lizclarkewrites @icterid @Heather4amazon @IsabelCorcoran5 @Vickie627 @StephanieJMajor @VAGITATOR @GabiMoomin @all_the_Mindy @EyeEdinburgh @fairygodmomma @pixelprotectors @DeviantVenavis @LisaWinslow @Satiricali @DonnaDiva @secularprolife @AtheistsFor8th @Albany__Rose @prolifehumanist You guys are the flat earthers with your chicken little anthropomorphic global warming.  Or is it climate change?  Get your story straight. 🤔
1.25E+18,1,3,2,White House Corona Virus Hot Mic https://t.co/OHmZjKvYDX #hotmic #coronavirus #covid19 #chineseflu #hoaxed #vaccine #billgates
1.04E+18,1,3,0,#IDoNotConsent #WeDoNotConsent #OpEvidence #opstopchemtrails #Chemtrails #SkyBastard #Geoengineering #climatechange #SRM #Cloudseeding #BigMoney #NEXRAD #LookUp #SilentWarfare #WeatherWarfare #MAGA #potus #breakingnews https://t.co/VI7C6c6DaF
1.25E+18,0,0,2,"In #Switzerland, a #vaccine prototype was developed in February and proved successful in laboratory tests, when the serum neutralised #COVID19. https://t.co/Bx2SwpoUQ4"
1.47E+18,1,3,3,"RT @wfinalle57: Once upon a time at a very lovely cabin in Interlochen Michigan, the Epstein Wexner Maxwell MegaGroup Child Sex Traffickers…"
9.03E+17,0,0,1,"Oh come off it. Are you a flat earth believer too? Jesus, read something, anything. Anthropogenic climate change is real &amp; measurable. https://t.co/HCE90ztzCN"
1.26E+18,0,0,1,"RT @racismisavirus: ""Asian American doctors and nurses are fighting racism and the coronavirus -Washington Post

https://t.co/9Zx7xzVb5g

#…"
1.25E+18,0,0,2,RT @ShaunLintern: NHS staff at risk as Public Health England refuse to budge on #Covid19 resuscitation advice which @ResusCouncilUK insist…
1.47E+18,1,3,3,"You support #Trump? A pedophile? No wonder #GOP will kill #roevswade. #RoeVWade might mean fewer little girls for them to rape. #GOP is full of #Pedophiles. #Trump went to #PedophileIsland and raped a 13 year old girl. Don't tell me you're a #Christian, if you support #Trump. FU! https://t.co/qDhiABQKKW"
1.01E+18,1,1,0,"https://t.co/QMZ4cCPAJc

Reversing climate change may be impossible, but slowing it down with these bacteria or with a combination of IR absorbing bacteria could have a profound effect, never before seen in geoengineering models...."
1.26E+18,1,3,1,When I see people saying COVID-19 is a hoax and encroaching on their “freedoms” https://t.co/AFjww82G1D
1.25E+18,0,0,2,#UNGA adopts resolution for equitable access to #vaccines developed against #coronavirus https://t.co/soRl7uKbZr
1.47E+18,1,3,3,RT @TimmTexan: We want the list. #GhislaineMaxwell #Epstein #PedophileIsland #names https://t.co/pRebY65awH
9.08E+17,1,3,1,Excited to moderate a discussion on climate change with @jvipondmd at Sidewalk Citizen event tonight!*
1.25E+18,0,0,2,"#UN countries urge future #coronavirus #vaccine to be made publicly available
https://t.co/ldHhrdDmYh https://t.co/Qe3j0HcyBW"
1.47E+18,1,2,3,#pedophiles #PedophileIsland #pedophilia #JeffreyEpstein #GhislaineMaxwellTrial #GhislaneMaxwell #TrumpsFriends https://t.co/1Q96HbEnnN
1.03E+18,0,0,1,"If one country mitigates #climatechange through #geoengineering, could someone else counter that? How dangerous would it be? Via @AGU_Eos https://t.co/lhm8dSvEti"
1.25E+18,0,0,2,"RT @GHS: If there is one lesson we can take from the fight against #COVID19, it is that the time to strengthen our healthcare systems is no…"
1.47E+18,1,3,3,#PedophileIsland #pedophiles #pedophilia #JeffreyEpstein #GhislaineMaxwellTrial #GhislaneMaxwell #TrumpsFriends https://t.co/xql9HileoK
9.31E+17,0,0,1,Need to get through to a climate denier? Here's what you should know. https://t.co/CzLc1gpc2W
1.25E+18,1,3,2,https://t.co/HQAchZNFBO via @Coln_T @SOTTnet #COVID19 #coronavirus #VaccineAgenda
1.47E+18,1,2,3,#Pedophiles #PedophileIsland #pedophilia #JeffreyEpstein #GhislaineMaxwellTrial #sextrafficking https://t.co/BkwWP7ywBf
9.05E+17,1,3,1,"RT @FloridaFrecks: Rush Limbaugh, a Palm Beach resident, says Irma and climate change are a deep state conspiracy. I hope science knocks hi…"
1.25E+18,1,1,2,"Great visual to explain what herd immunity and how #immunization works to protect each other. 

#VaccinesWork #immunization https://t.co/WBAlZQjUFs"
1.47E+18,1,2,3,@amandalaurenm #epsteincoverup
1.26E+18,1,3,1,"RT @GeneforTexas: This is your reminder that there @TexasGOP believes that the 100,000 dead Americans is no big deal and #COVID19 is a hoax…"
1.26E+18,1,2,2,"RT @DeplorableChoir: Funny how the ""solution"" for coronavirus matches the leftist agendas of wealth redistribution and greater government c…"
1.01E+18,1,2,1,"RT @TheHorrorGuru: ""Fact's don't care about your feelings"" says the group with rampant climate change denial, flat earthers, holocaust deni…"
1.25E+18,0,0,2,"RT @greatmary173: Hey Twitter Fam please kindly help me retweet this until @flyaero  sees this creative videos 🙏🏽🙏🏽 #1millionboys 
  
Peter…"
1.47E+18,1,2,3,"New T-shirt day
#GhislaineMaxwellTrial 
#tshirtday 
#MaxwellTrial 
#EpsteinFiles 
#Ghislaine 
#EpsteinCoverup
#MaxwellTrialTracker https://t.co/KrYAs9XFNW"
9.04E+17,1,2,1,#chemtrails #geoengineering #texas #climatechange https://t.co/eOqIdpHNYr
1.06E+18,1,3,0,"RT @iamAtheistGirl: climate change = hoax created by china

directed energy weapons attacking most of the us = totes legit 👍 https://t.co/G…"
1.07E+18,1,3,1,RT @TonyHWindsor: The genesis of  flat earth climate denial grew out of Abbott and Joyce taking political advantage of the Gillard carbon t…
1.27E+18,1,3,1,"testo https://t.co/bX8ZNvgnPY

#5giugno"
1.25E+18,0,0,2,"RT @Rotary: #Rotary clubs have responded to the #COVID19 crisis by supplying health workers with protective equipment, donating food, and d…"
1.47E+18,1,3,3,Where is the media coverage of  #GhislaineMaxwellTrial why is not #frontpagestoday #BreakingNews or even trending ? What are they hiding ? Where’s the court transcript? WTF is going on ? #MaxwellTrial #GhislaineMaxwell #news #iwantanswers #PrinceAndrew #epsteincoverup #epstein
1.25E+18,1,1,2,"RT @WHO_Europe: Countries are working hard to prioritize routine immunization during the COVID-19 pandemic. 

#VaccinesWork to prevent outb…"
1.06E+18,1,1,0,@MizGloriaRose Because she is also a flat earther and  denies climate change
1.47E+18,1,3,3,Two biggest stories are the Christmas parade #terrorist attack and Maxwell trial #HumanTrafficking #PedophileIsland but MSM remains silent. I wonder why?
1.26E+18,1,2,1,This means @djvlad should've minded his business in the first place. You gave voice to a HATER in Talib Kweli just to turn around and admit you were wrong. It wasn't your place to speak about this ESPECIALLY when Jews got reparations https://t.co/i5th95VcoL
1.25E+18,1,3,2,"""Personally I am opposed to vaccination &amp; I wouldn't want to be forced by someone to take a #vaccine in order to be able to travel,"" Novak Djokovic.

A Complete Guide to #Covid_19, its #symptoms &amp; basic #precautionary measurements.

https://t.co/JdJBSmQS93

#toplists #Djokovic https://t.co/ODKK6DujpQ"
1.12E+18,1,1,0,"Kippers, climate change denies, anti vaxxers, flat earthers. All the same victim culture that believe the whole of science is a conspiracy solely organised to victimise them and make them do stuff they don't want to do. Pathetic wallies. https://t.co/wg16ANe0SU"
1.26E+18,1,3,1,"Trump adviser compares China's handling of coronavirus to Chernobyl. US is very creative in their adjectives in demonizing, such as ChineseVirus, WuhanVirus, China a pariah state, spy, thief, predatory loan shark, mercenary economy, debt trapper &amp; now 'chernobyl'."
1.47E+18,1,2,3,Imagine my shock https://t.co/Lt91T4fpMM #TrumpEpstein #Trump #GhislaineMaxwell #GhislaneMaxwellTrial #Ghislaine #JeffreyEpstein #Epstein #epsteincoverup #PedophileIsland #BillClinton #LawrenceVisoski #LolitaExpress
1.04E+18,1,3,0,RT @brianklaas: The NOAA—filled with a group of extremist “deep state” climate change fanatics known as “scientists”—made clear that extrem…
1.26E+18,1,3,1,"@2020Qanon @GrrrGraphics @MailOnline Second wave? Third wave?

Some are saying the first wave was just a dry run.
#plannedemic #plandemic #coronavirus #covid19"
1.25E+18,1,3,2,"Dr. Fauci, Gates, #Clinton and billions to be made in #vaccines https://t.co/seMvM4AOgG #BillGates #COVIDー19"
1.47E+18,1,3,3,"#PedophileIsland 
there's a serious lack of conscience in this country"
1.03E+18,0,0,0,"We should look into #energy we could exploit just near us. 
This #Whirlpool turbine solution should be looked closer by all small communities!
#GreenEnergy #climatechange #savetheplanet 
https://t.co/dewr3lrgne"
1.26E+18,1,3,1,"@nosoytiti @dagucci86 @MarcoTrovatoV Sin llorar cuenta fake, seguí llorando por el coronavirus"
1.47E+18,0,0,3,RT @legionxgroup: 🚨#GhislaineMaxwellTrial🚨 (Newly released photos show Maxwell and Epstein relaxing at a cabin thought to be the porch of t…
1.05E+18,1,3,0,RT @lbox327: #IDoNotConsent #WeDoNotConsent #OpEvidence #opstopchemtrails #Chemtrails #SkyBastard #HAARP #Geoengineering #climatechange #SR…
1.26E+18,0,0,2,Bravo Bravo https://t.co/MRNVqviRTR
1.27E+18,0,0,1,"Bollettino #Coronavirus #Calabria #5giugno
#Covid_19 #calabrianotizie #COVID19 #COVID #COVIDー19 https://t.co/cdcsM3HErx"
1.26E+18,1,2,2,RT @thehill: Five questions about the next coronavirus relief package https://t.co/wegCFd5jfC https://t.co/Siq5ga3byf
1.47E+18,1,3,3,I FIND THE @NSPCC_Press @NSPCC @PeterWanless #PrinceCharles @ClarenceHouse AS WELL AS @TheDukeOfYork #PrinceAndrew AND #EpsteinFiles #epsteincoverup HAS BEEN ONE BIG DIVERTION @VRSVirginia @MeTooMVMT #MeToo WITH THE REST OF THE #crimewatch https://t.co/aI3FiblQdf
1.02E+18,1,1,1,RT @MichaelEMann: This applies ten times over to climate change “geoengineering” advocates... https://t.co/gxAvRGmnMW
