,text,label
596,"@__Adjei No big documentary about #GhislaineMaxwellTrial  but plenty about R. Kelly, MJ and Cosby!",1.0
597,#climatechange engineering https://t.co/LSvObBZSjg real Aware! @DRUDGE @starsandstripes @colette_dowell @RealAlexJones,1.0
598,RT @RIEL_Tweets: Twitter really did suspend the twitter page that was updating us on the Maxwell Trial. This only benefits the pedophiles a…,1.0
599,Sucking carbon dioxide from air is cheaper than scientists thought. Estimated cost of geoengineering technology to fight climate change has plunged since a 2011 analysis https://t.co/Wbkt7MC7HO,1.0
600,"Yep. Creationists, flat earthers, anti vaxxers, anti GMOers, and climate change deniers all fit that description https://t.co/bW4BmJEg8c",1.0
601,"Covid-19 #Vaccine Is 12 to 18 Months Away, #Harvard's Jha Says - https://t.co/LBCafdta1a - #Asia #Bloomberg #Coronavirus #COVID19 #Health #Markets",0.0
602,Science consortium climate change climate shifts global warming is irreversible any one that believes that climate change is a hoax is ignorant and is of the generation that lives for today and screw tomorrow we must pave the sidewalk that our future generations will walk on! https://t.co/UYt1k5VkHk,1.0
603,"RT @wfinalle57: How many kids died? 

You can't do these #abominations to hundreds of children without causing casualties...

#EpsteinCover…",1.0
604,"@CT_Bergstrom These aren't climate change deniers, flat earthers, anti-vaxxers?",1.0
605,Very interesting... The juxtaposition of data of which countries administer #bcgvaccine and #coronavirus #pandemic trajectory is amazing. https://t.co/CZ6i4wYqzC,0.0
606,"@daledewar @CanadianGreens Oh, so also getting on board with Shell.
How disdainful and ignorant in respect to climate change.
No wonder you're always the third rate party.",0.0
607,RT @RogMull: It would seem @BorisJohnson has abandoned any pretence of following the science in favour of retrospectively rewriting the rul…,1.0
608,"RT @CancerLeagues: 💉It's #EuropeanImmunisationWeek!

👩‍🔬While scientists are developing a #COVID19 #vaccine, we can benefit from the availa…",0.0
609,"@StormSignalSA @The_Strath @Lumberist @Dwntwnjmmy @NQCutters @can_climate_guy I agree w/that, too. Even if would ""do"" something I'd argue we don't really understand what's controlling climate enough to justify geoengineering to change it. Lower CO2 w/nukes is OK IMO, tho I think &gt;CO2 is OK. Adapt or die, that's nature's method; applies to humans, too.",0.0
610,"RT @UNDP: Worldwide, island nations like Tuvalu &amp; coastal communities are the frontlines of #climatechange. From #geoengineering to tapping…",1.0
611,RT @Tu_IMSS: ¡Estas son las formas de contagio más comunes y es importante prevenirlas! Al estornudar o toser recuerda cubrirte con la part…,1.0
612,"Amongst people with ridiculous views such as flat earthers, pro-lifers, climate change deniers etc, I actually find anti-vaxxers the worst, their selfish views are risking the lives of their own children (who have no say), it’s so reckless",1.0
613,"I SO want the #vaccine to come from Israel, not a money nor a kudos thing, but because of the no-win position in which it'd put #Corona-infected #BDS, Israel-hating, #Antisemitic bast*rds: either they'd be principled, stay away, and suffer, or reveal themselves as cowardly fakes! https://t.co/pJegRFwxBO",1.0
614,I'll just grab my mask...😠😷 https://t.co/8n6RQS8nyY,0.0
615,RT @ForeignC: An old #vaccine could be a new godsend for #coronavirus: Dr Sabin’s Oral Polio Vaccine (OPV)   https://t.co/NaRNR5URRV via @u…,0.0
616,"RT @MonashUni: They thought it would be a standard work placement as part of their medicine and pharmacy studies, but then COVID-19 suddenl…",0.0
617,"This is for reading in the #ImmunizationWeek 🎾🤦🏻‍♀️#VaccinesSaveLives #vaccine 
https://t.co/UXEdU61O1g",1.0
618,"RT @BogochIsaac: Big announcement in Ontario that ANYONE can get tested for #COVID19, and nobody will be turned away from a diagnostic test…",1.0
619,"""Courtesy of Richard Pearce. Kind of a fuck you to both flat earthers and climate change denialists..."" https://t.co/Fmr1QiA2fG https://t.co/af95zNLCR7",1.0
620,"RT @BioServ_UK: #Researchers solving the #structure of #COVID19 provide tools needed to develop #theraputics #treatments and a #vaccine.
#C…",0.0
621,#Phoenix #Arizona #azwx #thursdayfeeling #thursdayvibe  they're back in town #chemtrails #climatechange #Geoengineering https://t.co/w7BqVBEhNB,1.0
622,#day26oflockdown #StayAtHome #COVIDー19 #NoVaccine4Africa #coronavirusInSouthAfrica our well known people should accept this challenge throughout Africa. @ntsikimazwai I nominate you. https://t.co/sEmbkFZidw,0.0
623,@jbwsgirl @AFlattRascal Everybody have a nice day.  But talking climate change to a flat earther who knows all the answers already is a waste of time.  God Bless ya,0.0
624,#IDoNotConsent #WeDoNotConsent #opstopchemtrails #SkyBastard #Geoengineering #climatechange #SRM  #BigMoney #HAARP #NEXRAD #EMF #5G #WiFi #RF #LookUp #SilentWarfare #MAGA https://t.co/0Wm6w1lYkm,1.0
625,"Dr Rashid A Buttar 

On #vaccination #vaccines #VERZUZ #misinformation 
""i'm not anti-vaccination. I'm anti-stupidity"" 

#COVID19 #Government #Youtube #censorship https://t.co/yWEV1Briqx",0.0
626,"'To date, we have failed': Worldwide nations struggling to meet goals outlined in Paris climate agreement two years ago https://t.co/s2GsSFOFNN https://t.co/HfGxrJKWqA",0.0
627,RT @vasira96: if you're an antivaxxer or climate change denier you're legally not allowed to make fun of flat earthers sorry I don't make t…,1.0
628,This is not from climate change this is from geoengineering in our skies and dropping chemicals everywhere https://t.co/Sh9Vx5DTAC,1.0
629,"Paradoxically, some politicians who deny climate change also promote geoengineering to stave off global warming's more disastrous effects  https://t.co/d6SO9CQg3F",1.0
630,RT @Vaccinologist: There is no evidence that the Bacille Calmette-Guérin (BCG) #vaccine protects people against #infection with #SARSCoV2 #…,1.0
631,#IDoNotConsent #WeDoNotConsent #opstopchemtrails #Chemtrails #SkyBastard #Geoengineering #climatechange #SRM #EverGreenAir  #BigMoney #NEXRAD #LookUp #SilentWarfare #MAGA #potus #breaking https://t.co/RfNRXaejqa,1.0
632,RT @activecitnet: COVID-19 makes us realize what it cost not to have #vaccines: Over 100000 deaths in Europe since the beginning of the out…,0.0
633,"RT @OpChemtrails: the UN blames you for climate change, meanwhile ignores this https://t.co/oXg92QTFdh OpChemPBA Opchemtrails",1.0
634,@Hickenlooper geoengineering = climate change https://t.co/Rw0H3muvkh https://t.co/rhKqEFfqHD,1.0
635,"RT @RaphaelDaVincii: Dr Rashid A Buttar 

On #vaccination #vaccines #VERZUZ #misinformation 
""i'm not anti-vaccination. I'm anti-stupidity""…",1.0
636,RT @VI4Research: Let's hear it for another #VI4Frontline Hero working tirelessly to discover new treatments and #vaccines to combat this #p…,0.0
637,RT @mimimirta1: #ElMacrismoQuiereMuertos https://t.co/VuNaBqiydk,1.0
638,For the dumb a$$es that think all these hurricanes are from climate change . weather modification or God hates... https://t.co/hu8HzOlvSl,1.0
639,"Baloney Detection Kit
To those #climate #change deniers, #9/11 believers, #creationists, #religious, #flatearthers
https://t.co/K22JueRFoi",1.0
640,There have been more articles about Joe Rogan’s podcast than the biggest human trafficking trial in history. #Ivermectin #epsteincoverup #GhislaneMaxwellTrial https://t.co/6eKCk5nj7m,1.0
641,@OpChemtrails @Australia needsA'#RoyalCommission on #climatechange'rs(#Scientists)/&gt;@BOM_au on #geoengineering-#ClimateEngineering&gt;yesterday https://t.co/MTLiI5ebM3,1.0
642,"As we confront #climatechange, we must pursue real solutions, not false hopes. That's why geoengineering isn't the answer &gt;&gt; https://t.co/4VVmE1468t
#carboncapture
#solarradiationmodification
#negativeemissions
#FueltotheFire 
@ciel_tweets",1.0
643,"Is it possible that high level law enforcement induced the Coroner to file a false report of Suicide on Jeffrey Epstein?

Is it likely?

🧐 #GislaineMaxwellTrial #Epsteincoverup",1.0
644,Pertambahan Kasus Baru Covid-19 di Jakarta Sekitar 100 Orang https://t.co/a9xnAXNvGI,1.0
645,RT @TimmTexan: We want the list. #GhislaineMaxwell #Epstein #PedophileIsland #names https://t.co/pRebY65awH,0.0
646,@Public_Citizen @SenSanders When did @SenSanders give airtime to #geoengineering or other forms of state-sponsored climate change?,1.0
647,RT @wfinalle57: Is this directly related to the #EpsteinCoverup #epsteinisland #GhislaineMaxwell #GhislaineMaxwellTrial #ZorroRanch #abomin…,1.0
648,"Do We have a Logo Signature? 

EGO will always tell on itself 

#IDoNotConsent #WeDoNotConsent  #opstopchemtrails #Chemtrails #SkyBastard #HAARP #Geoengineering #climatechange #SRM #Cloudseeding #BigMoney #NEXRAD #LookUp #SilentWarfare #WeatherWarfare #MAGA #potus #breakingnews https://t.co/Bli14Dxvy7",1.0
649,RT @sturdyAlex: Oklahoma could become a coastal state and flatearthers would still claim climate change is a hoax. There's no point arguing…,1.0
650,Similar logic leads to climate change denying and flat earthers https://t.co/lstpPrSXfa,1.0
651,RT @NImmunology: Team @NImmunology working at war front to support #Vaccine development against #COVID19 to generate the ‘benchmark’ for qu…,0.0
652,"Former FBI Chief Ted Gunderson Says Chemtrail Death Dumps Must Be Stopped https://t.co/iHNA9ohovb 
#Chemtrails #AerosolAssault #HAARP #Agenda2030 #Eugenics #BigPharma #GEOENGINEERING #ClimateEngineering #Opchemtrails #SRM  #Aluminium #NWO #CloudSeeding #WeDoNotConsent",1.0
653,"Dr Jerome Kim of the @IVIHeadquarters in Seoul, talks about the challenges behind developing a #COVID19 #vaccine during the recent online edition of the Education City Speaker Series. 

More details here: https://t.co/v5Ltj4Zyv3 

@QF @WISHQatar https://t.co/TSSAn0kPzj",0.0
654,@moola_boola @sarahposner He could always retort that DUP in your UK government are climate change deniers and flat earthers.,1.0
655,RT @adewunmi27: #green #trees #environment #ClimateChangeIsReal #climatechange https://t.co/Kd6vOXT0Jq,1.0
656,"RT @vonderleyen: Today’s agenda of the #coronavirus response team:
▪️Tourism: need for smart EU approach
▪️Roadmap to lift containment meas…",0.0
657,CIA spraying everything with toxic aluminium and barium particles with @JohnBrennan part of this weather modification destruction on the American people in name of climate change to protect seminconductor failures from solar radiation. Among others. https://t.co/pLf7QRVvcP,0.0
658,"RT @IMettiainen: ""In the future, more research on local and regional impacts of #climatechange and #geoengineering is needed"" #DiscussCEC",1.0
659,"@LondonSnowWatch Don`t worry mate, climate change doesn`t happen on a flat earth...",1.0
660,"RT @IMettiainen: ""In the future, more research on local and regional impacts of #climatechange and #geoengineering is needed"" #DiscussCEC",0.0
661,"RT @EU_Health: #VaccinesWork, are safe &amp; offer the best protection against infectious diseases

▶️Follow health authorities’ guidelines dur…",1.0
662,@ItalianOranges something something climate change in an ice age why our global flat earth is warming up and we are all going to die in a fiery snow storm,0.0
663,"Solar geoengineering could be 'remarkably inexpensive' – report - +GENERAL PHYSICS LABORATORY (GPL)
https://t.co/Qb1oYG67Mj
Solar geoengineering could be 'remarkably inexpensive' – report  The GuardianTreatment for climate change surpr ... https://t.co/LkeaFB1iYV",1.0
664,RT @SenMcSallyAZ: I introduced legislation with @SenRickScott to protect the United States' COVID-19 vaccine research from Communist China'…,0.0
665,RT @climatemorgan: Worth reading: The #BigBadFix provides a comprehensive overview of key technologies and actors of #geoengineering. Some…,1.0
666,"Climate change 101. An illuminating read from someone who knows their stuff. 
#climatechange #science #renewables  https://t.co/5CZX2Xy6MW",1.0
667,"#Pedophilia #ChildAbuse #childtrafficking #GhislaneMaxwell #EpsteinCoverup #PedophilePriests #VaticanNews 

#BreakingNews not broken in 2K yrs. #BREAKING #news of STILL-UNTAUGHT MEANING of #Law1ofGod, Jew, Gentile &amp; #Circumcision OF THE HEART NOT OF THE FLESH.

#WakeUpAmerica https://t.co/m6a2GrRhiC",1.0
668,"RT @splash_christ: climate change? lmfao nah, thats just jesus coming to purge our big beautiful flat earth",0.0
669,"""Let your life lightly dance on the edges of time like dew on the tip on a leaf"". ~R.Tagore https://t.co/MPVLDEnDkE #climatechange #climateaction https://t.co/ojd5UjXa6N",0.0
670,I think Flu Season - AKA Covid-19 #Plandemic2020 is officially over. Or maybe they all passed and are a cool 98.6° @JackPosobiec @OANN @epoch @CDCgov @OSHA_DOL @dbongino @TuckerCarlson @JudgeJeanine @realDonaldTrump @Surgeon_General @USSupremeCourt @SpeakerPelosi @senatemajldr https://t.co/uPYH24sHZv,1.0
671,RT @mfa_russia: 🇷🇺 Russian doctors continue to treat #COVID19 patients in Bergamo - 29 have already recovered. Meanwhile Lombardia authorit…,0.0
672,"@JennaEllisEsq You know, maybe they were all COVID-19 tested prior.  Ever though of that?",1.0
673,"RT @page36news: Governor @GovBello Goes Digital, Develops Mobile App To Fast-Track The Tracing Of Any Case Of #Coronavirus In Kogi State -…",0.0
674,How Do We Know There is Not a Conspiracy? #flatearth #roundearth #climatechange #GlobalWarming #diversityinscience https://t.co/UzZET6VU3j https://t.co/NiGTI4PicP,1.0
675,"#Covid_19 and #FakeNews: it's just time to stop misinformation.
And no guys, the #5G didn't cause the epidemic! 

https://t.co/6uMb2D6UX6",0.0
676,"RT @gonzamoratorio: I haven’t tweeted in a long time. Reason, we are working tirelessly to help #Uruguay navigates #COVID19 through our own…",0.0
677,"It's sickening how far the NWO are willing to go to tear apart Nationalism. Let's do our part by getting involved in our government, spreading truth, boycotting and making sure to vote this November! Together we stand, divided we fall. @POTUS Keep #MAGA
https://t.co/rB2TzAopaM",1.0
678,#IDoNotConsent #WeDoNotConsent #OpEvidence #opstopchemtrails #Chemtrails #SkyBastard #Geoengineering #climatechange #SRM #Cloudseeding #EverGreenAir  #BigMoney #NEXRAD #LookUp #SilentWarfare #MAGA #potus #breaking https://t.co/DimcJlyItR,1.0
679,"RT @FloridaFrecks: Rush Limbaugh, a Palm Beach resident, says Irma and climate change are a deep state conspiracy. I hope science knocks hi…",1.0
680,"this is called tides.. Learn about #weathermodification, which is intentional #climatechange...✈️  ✈️  https://t.co/03Y9jRuPR2 https://t.co/ogulCVP4fJ",1.0
681,"With climate change on everyone's agenda, scientists are embracing fresh approaches based on strict deadlines for setting our planet back on a positive course, with geoengineering at the heart of ... https://t.co/Wkjfa5efwl https://t.co/UiBlMAOr3o",1.0
682,RT @NImmunology: Team @NImmunology working at war front to support #Vaccine development against #COVID19 to generate the ‘benchmark’ for qu…,0.0
683,RT @mikedesouza: What on Earth? Why climate change skeptics are backing geoengineering https://t.co/Na6iwXSC4K via @NatObserver #climatedes…,1.0
684,"Alternatively, Aaron’s conservative friends - 

- do less to fight climate change, even though they use carbon pricing
- resist clarifying environmental laws
- bailed out an automaker
- cut jobs in AB and ON
- couldn’t build pipe to tidewater
- added lots of debt

#cpc #cdnpoli https://t.co/QuZAjdFiyh",0.0
685,"European Call to Save 7 Most Endangered Heritage Sites

https://t.co/bYxESCRXtb

#YoMeQuedoEnCasa #culturevaccine #artchallenge19 #culturechallenge #coronavirus @CultureVaccine @asoulforeurope #IStayAtHome",0.0
686,"RT @EU_Health: It's #EuropeanImmunizationWeek

⏰Time to stress that #VaccinesWork &amp; that some diseases can only be prevented with vaccines…",1.0
687,"RT @TheHorrorGuru: ""Fact's don't care about your feelings"" says the group with rampant climate change denial, flat earthers, holocaust deni…",1.0
688,"@ErtanOzyigit #5g #ElonMusk #BillGates #Neuralink #COVID19 #covid1948  https://t.co/P59TtYReg0 

https://t.co/N1EupQa3gv",1.0
689,Remember when geoengineering was labeled a “conspiracy theory?” … Now it’s routinely cited in science papers as a strategy for saving the climate – https://t.co/MmLz5g7nRI https://t.co/hUy0uShvjF,1.0
690,"#CoronaHoax

#WheresJared to help explain 
- The ""Data""?
- The ""Stats"" &amp; ""Math""?
- most importantly The ""Science""?

Waiting to plot the data...
o https://t.co/OrTrpNH2RW
o https://t.co/B3TSycrt1B

""Dept of Fabrication &amp; Imaginary Numbers"" (@CDPHE) has a lot of work ahead of them! https://t.co/mMgxUu2S8I",1.0
691,"Here's to hoping!! 🤞🤞🤞

Swift #COVIDー19 #vaccine within reach, say #Swiss scientists - 🇨🇭 https://t.co/1HXLt9f4k0",0.0
692,I am sick of all this PROPOGANDA- when are people going to realise this is what it is-remember a man with a moustache who was very 'clever' with PROPOGANDA- climate change is scientists fom the Operation Paperclip generation involved in weather modification https://t.co/WHCgvwacCk,1.0
693,What is the impact of geoengineering on climate change? https://t.co/GOVIvOCKjq,1.0
694,@channelstv #PKIMusuhAgama #Yalgaar #DoigbyFNCS #Uyajola99Sundays #NS10vs10 #KathNiel8ternalLove #daterush #COVID19 #CovEid #cyrilramaphosa #carryminatiroast,1.0
695,"RT @JoshuaPotash: The Texas GOP just had a rally in Bexar County.

The GOP county chair ends the rally by saying coronavirus is a hoax perp…",1.0
696,Could silly movies like #Geostorm spark vital public conversation abt #climatechange &amp; #geoengineering? Via @PopSci https://t.co/zAFOV8eRQ8 https://t.co/65VYgWbF4n,1.0
697,"RT @Profgampo: Unless u a flat earther

Or a climate change denier. https://t.co/iSQxvBpsfy",1.0
698,"RT @grantstern: Multiply this by thousands of hair salons and barber shops and you see the scope of the problem of #COVID19 .

The story sa…",1.0
699,Holding out hope for “bipartisan” climate solutions at this point is every bit as much of a denialist fantasy as geoengineering or clean coal https://t.co/4EbCfOwv9a,1.0
700,"don't forget the #deepstate can use their microwave weapon from space and burn pictures of hieroglyphs in the crops along with burning down acres of land **CA**with potential URANIUM on it - and freak the weather by chemtrails, hence man made climate change https://t.co/a587juThz5",1.0
701,RT @lbox327: #IDoNotConsent #WeDoNotConsent #opstopchemtrails #Chemtrails #SkyBastard #Geoengineering #climatechange #SRM  #BigMoney #NEXRA…,1.0
702,#IDoNotConsent #WeDoNotConsent #opstopchemtrails #SkyBastard #Geoengineering #climatechange #SRM  #BigMoney #HAARP #NEXRAD #EMF #5G #WiFi #RF #LookUp #SilentWarfare #MAGA https://t.co/6o97tvL1E4,1.0
703,"Construction of Vaccine Manufacturing and Innovation Centre fast tracked in Oxford. 

#Vaccine #CoronaVirus #Covid19 #Construction  
@GlencarTweets  
https://t.co/XQ8DVmssIx",0.0
704,#climatechange Miami Herald Augmented-reality mural in Miami warns of climate-change danger Miami Herald A patient audience on Saturday night waited on the sidewalk along North Miami Avenue in front of the Historic City of Miami… https://t.co/wSrHTht1Th via #hng #world #news https://t.co/JX1z85k4Lm,1.0
705,"In response to the COVID-19, accidents have accelerated the popularization of related technology applications. The four major areas of work-at-home, online teaching, telemedicine, and home economics are particularly eye-catching. 
Are we ready to change?
https://t.co/hfh1Q1ZsBL https://t.co/cPcUhy45gX",0.0
706,RT @TheEconomist: How geoengineering could reverse climate change https://t.co/LEkw6nJ5iC,1.0
707,"@JesseLReynolds But Ds believed in climate change before this meeting -- and the importance of mitigation. The story I wrote was about the concerns among scientists that Rs are attempting to co-opt geoengineering as a substitution for, not supplement to, mitigation",1.0
708,"@chrispbacon105 Guaranteed flat earther, climate change denying, anti vaxxer",1.0
709,"#NoVaccine4Africa #COVID19 #COVIDー19 #day26oflockdown #coronavirus #CoronavirusInSA if we had to depend on doctors and medical technologists, we are going to grow old in lockdown, because there's no alternative medication for them except drugs! https://t.co/SHRsgrJopZ",0.0
710,RT @SenWarren: President Trump wants to use COVID-19 as another excuse to roll back the regulations that keep all of us safe. That is a big…,1.0
711,Yesterday's view of the sidewalk and road in front of my house. Isn't climate change lovely? https://t.co/YfkYdsaBRc,1.0
712,RT @blaqueinwhite: #NoVaccine4Africa #COVID19 #COVIDー19 #day26oflockdown #coronavirus #CoronavirusInSA if we had to depend on doctors and m…,0.0
713,"@JohnJHarwood @paulkrugman And, Paul Krugman: ""The [GOP] has long been in the habit of rejecting awkward facts and attributing them to conspiracies: it’s not a big jump from claiming that climate change is a giant hoax ... to asserting that Trump is the blameless target of a vast deep state conspiracy.""",1.0
714,"@BorisJohnson , Stop being a dick , there is no need for a vaccine , #BillGatesBioTerrorist , only #Lemmings will line up for #BillGatesPoison . History , but more important  GOD , will judge you . https://t.co/DuuDo21VFP",1.0
715,RT @ukCPI: We're joining the national drive to develop effective #vaccines for #COVID-19. It's part of the efforts of the @BIA_UK led Vacci…,0.0
716,@FoxNews  I see you talking about climate change and human activity when are you going to mentions these chemtrails all over the fuking sky,1.0
717,RT @Rupertpupkin06: Skyjacked trailer  ! https://t.co/OR2GSleFWv #geoingenierie #chemtrails #sky #climatechange,1.0
718,'Horrendous': Hot spell is turning a verdant part of NSW dry #climate change #coal mines dewatering the underground #water.  Will landholders sue for compensation for damaged #water supply. This is why Coonamble meeting said NO to #CSG protect the #GAB https://t.co/WlJju2YP4x,1.0
719,"Over and over again, there is a mixing up of different things - contrails, #chemtrails, climate-change (micro-, local and global), and climate-control (e.g. cloud-seeding). Let's look at all of these separately.
cc.@Fischblog",1.0
720,RT @Grace89145755: 🤣 well lookie lookie #JustinTrudeau is a just as guilty at being on #pedophileisland with good old #Epstein #EpsteinFlig…,1.0
721,"RT @MomsThoughts: 7 people died from cyanide laced tylenol.  We now have a law requiring tamper resistant packaging. 

0 killed by an attem…",0.0
722,#JeffreyEpstein #GislaineMaxwell #gislainemaxwelltrial #BillClinton #HillaryClinton 🤣🤔😳🧐 Trump was very correct back in 2015 when he said 👇 had things to worry about! I'm sure we will NEVER know the TRUTH! #PedophileIsland #pedo NASTY NASTY PEOPLE https://t.co/2nGxDaVBRA,1.0
723,RT @climatemorgan: Worth reading: The #BigBadFix provides a comprehensive overview of key technologies and actors of #geoengineering. Some…,1.0
724,"Orwellian. Are they allowed to use the phrases ""flat earthers"", ""climate change deniers"", ""anti scientist"" or ""who put this in fuckwit in the White House""? https://t.co/IVTC2VK9TK",1.0
725,"@pocketcasts Thanks for illuminating my day with cool facts about my listening habits ;-)
Do you mind including some #climatechange related stats? https://t.co/UfUBlVOSiu",1.0
726,"RT @andro4all: Por extraño que parezca, 1 de cada 8 australianos cree que Bill Gates y el 5G son los responsables del coronavirus https://t…",1.0
727,RT @rolandimhoff: Well fitting to our recent findings that even people who endorse the notion that covid-19 is a hoax report self-centered…,1.0
728,#IDoNotConsent #WeDoNotConsent #opstopchemtrails #Chemtrails #SkyBastard #Geoengineering #climatechange #SRM #EverGreenAir  #BigMoney #NEXRAD #LookUp #SilentWarfare #MAGA #potus #breaking https://t.co/JbEIY4UUuQ,1.0
729,"RT @alertnetclimate: Scientists look to #Bali volcano for clues to curb climate change through #geoengineering, @alisterdoyle reports https…",1.0
730,"US grants #Israel-i prof a patent for tech that could lead to #coronavirus #vaccine. A promising development!
https://t.co/iFfb8mFVfq via @timesofisrael",0.0
731,"Don’t focus on recycling carbon at the expense of reducing it

https://t.co/0VhdjnGHNJ

#CarbonCapture #energy #geoengineering #climate #science #technology #economics",0.0
732,Are the #5G conspiracy theorist's happy messing up everyone's internet/#wifi everytime they attack the mast's it's been beautiful weather #wifi nothing to do with #COVID19 #Coronavirus if you do your homework it's cells in bats/giant bats #ToriesOUT #JohnsonHasToGO #CoronaCrisis,1.0
733,RT @peteirvine: Our new study in @NatureClimate Change shows that halving warming with solar geoengineering could moderate key climate haza…,1.0
734,Check it out! New website for important #climatechange #geoengineering governance initiative: https://t.co/eaa2t5x83r https://t.co/bsmJHZKGXh,1.0
735,"RT @FloridaFrecks: Rush Limbaugh, a Palm Beach resident, says Irma and climate change are a deep state conspiracy. I hope science knocks hi…",1.0
736,Solar #geoengineering is receiving increased policy attention as a potential tool to offset #climate change but the potential biodiversity consequences are largely unknown https://t.co/iUDjG842Ob,1.0
737,"⚠️New European Vaccines Information Portal developed by @ECDC in close collaboration with @EMA and the @EU_Health that provides reliable &amp; evidence-based information on #vaccines and #vaccination, including national vaccination schedules. #VaccinesWork https://t.co/o04TW0MgQr",0.0
738,Here are the #ClimateFacts about #HurricaneHarvey. #HoustonFlood https://t.co/k12AZ6AWF3,1.0
739,#chemtrails https://t.co/U77A7xoxI7,1.0
740,"RT @LSHTM: How is #COVID19 reshaping &amp; accelerating #vaccine development?

@BeateKampmann discusses @LSHTM_Vaccines's new tracker &amp; pipelin…",0.0
741,Hear him speaks about the #plandemic not #pandemic #COVID19Pakistan #COVIDー19 @fawadchaudhry https://t.co/kum2OZJYgi,1.0
742,"“It's long been said that climate change will be felt earliest &amp; most severely in the poor nations of the world that contributed the least to the problem. A recent study, along with illuminating data from a new World Bank Report, show how this is the case” https://t.co/8gc1LlTKQZ https://t.co/LLGSXmlmlH",0.0
743,#IDoNotConsent #WeDoNotConsent #OpEvidence #opstopchemtrails #Chemtrails #SkyBastard #Geoengineering #climatechange #SRM #Cloudseeding #EverGreenAir  #BigMoney #NEXRAD #LookUp #SilentWarfare #WeatherWarfare #MAGA #potus #breakingnews https://t.co/hlasFWEVE7,1.0
744,Trump. Show you care about the environment. Stop geoengineering. #climatechange #trump #maga #climate   @EPAScottPruitt @realDonaldTrump https://t.co/6r3Bna7TGV,1.0
745,"If #brightfuture seems obscure to us, it is because we haven’t fully grasped the depth of the transformation that #COVIDー19 has done. It has changed us forever. We will be thankful for it, and perhaps regret only that we needed a pandemic to show us the obvious. #Integralworld",1.0
746,Sulfur seeding and cloud whitening are just two of the geoengineering options floating around in the science community to help reverse the effects of climate change  https://t.co/ThIV4W7RXW,0.0
747,Move over #COVID19 #BillGates #StayAtHome #CoronaVirusU #SocialDistancing we have race riots to distract the plebs. #GeorgeFloyd #MinneapolisRiot #looting #Trump #BlackLivesMatter #Distraction,1.0
748,"@GordPennycook ... &amp; justifies disruptive geoengineering, socioeconomic/cultural engineering w/little scientific evid it will help &amp; lots of evid it will hurt. They reject scientific &amp; engineering realities that will help. The concept ‘climate change denial’ is just propaganda &amp; anti-science.",1.0
749,"Tennis professionals threatened with mandatory vaccine. This is tyranny.
#BillGatesVaccine
#BillGatesSerialKiller
#coronavirus 
https://t.co/3q7WxENmtG",1.0
750,A history of science. #flatearthsociety #ignorance #climatechange https://t.co/r2vU2YSAbl,1.0
751,"https://t.co/mFI0AVcFeW The cases of Coronavirus are rising day by day on the world. The number is nearing 55 lakh now. On the other hand, 3,46,000 people have died due to the deadly disease. &lt;br /&gt;About 23 lakh people have successfully been cured of CO… https://t.co/Vgq0JaLkox",1.0
752,China’s lack of transparency during the coronavirus outbreak is set to cost #Huawei lucrative business deals in #5G network roll out across the UK via @TTech_News,1.0
753,Oprah Sold Out To The NWO Scamdemic! OWN = NWO https://t.co/Z6VMalQh2u via @YouTube #vaccines #HealthyAtHome #coronavirus #COVID19 #Corruption #Measles #mmrvaccine #BigPharma,1.0
754,"Link https://t.co/i0RQBA0pU2
Canada- lets all pull together and fight for a decent climate for our children and future generations.  Lets push for geoengineering  such as a solar shade to buy us time and change our oil/gas industry to Thorium Nuclear power and alternative energy",1.0
755,So yesterday I did a thread critiquing the map of New Orleans as if it were a fantasy map turnover... https://t.co/5wBMlljRPl,1.0
756,@JNester82nd @Barbara99576903 @FoxNews @lindseyvonn You’re an idiot and god doesn’t have anything to do with California you half wit. It’s fucking climate change you flat earther religious zealot.,1.0
757,"RT @HighwaysToday: Construction of Vaccine Manufacturing and Innovation Centre fast tracked in Oxford. 

#Vaccine #CoronaVirus #Covid19 #Co…",0.0
758,"If they can spray you daily with poison &amp; you say nothing, what else are they doing https://t.co/JhqzdT8dO0 #opchemtrails",1.0
759,#IDoNotConsent #WeDoNotConsent #OpEvidence #opstopchemtrails #Chemtrails #SkyBastard #Geoengineering #climatechange #SRM #Cloudseeding #EverGreenAir  #BigMoney #NEXRAD #LookUp #SilentWarfare #MAGA #potus #breakingnews https://t.co/v2Lwd0OFOV,1.0
760,RT @BankwestCurtin: BCEC data shows that women make up the greatest share of casual workers - making them at risk of job losses while also…,1.0
761,"Wearing a mask makes me physically ill. I wish this would stop already
 
#plandemic #coronavirus #fauci #COVID19",1.0
762,"Even during the #COVID19 pandemic, #5G tech has accelerated the 5th generation of connectivity and enabled business sustainability. Know more about the recent #IndustryDevelopments in the 5G #satellite #communication market in our exclusive coverage.  https://t.co/CLHFIJPJAS https://t.co/aR7D3udZfe",0.0
763,"Study: Climate geoengineering won't solve climate change problems, in fact it would likely be utterly disastrous. Geoengineering would decimate micro climates via rapid climate fragmentation causing mass animal and plant die offs. https://t.co/pOzglcDZgt",1.0
